measurementSiteReference,generatedSiteName,startLocatieForDisplayLat,startLocatieForDisplayLong,alertCDirectionCoded,ROADNUMBER,LocationTableNumber,LocationTableVersion,specificLocation,offsetDistance,LOC_TYPE,LOC_DES,trafficID
RWS01_MONIBAS_0091hrr0439ra,A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 43.9,52.3936,4.70608,positive,A9,5.11,A,10586,1510,P1.1,Knooppunt,224
RWS01_MONIBAS_0091hrr0443ra,A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 44.3,52.3975,4.70543,positive,A9,5.11,A,10586,1938,P1.1,Knooppunt,225
RWS01_MONIBAS_0091hrr0448ra,A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 44.8,52.4021,4.70468,positive,A9,5.11,A,10586,2449,P1.1,Knooppunt,226
RWS01_MONIBAS_0091hrr0453ra,A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 45.3,52.406,4.7032,positive,A9,5.11,A,10586,2900,P1.1,Knooppunt,227
RWS01_MONIBAS_0091hrr0456ra,A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 45.6,52.4086,4.70184,positive,A9,5.11,A,10586,3200,P1.1,Knooppunt,228
RWS01_MONIBAS_0091hrr0458ra,A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 45.9,52.4111,4.70049,positive,A9,5.11,A,10586,3499,P1.1,Knooppunt,229
RWS01_MONIBAS_0091hrr0462ra,A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 46.2,52.4137,4.69911,positive,A9,5.11,A,10586,3800,P1.1,Knooppunt,230
RWS01_MONIBAS_0091hrr0467ra,A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 46.7,52.4178,4.69617,positive,A9,5.11,A,10586,4300,P1.1,Knooppunt,231
RWS01_MONIBAS_0091hrr0469ra,A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 46.9,52.4193,4.69454,positive,A9,5.11,A,10586,4500,P1.1,Knooppunt,232
RWS01_MONIBAS_0091hrr0473ra,A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 47.3,52.4221,4.69039,positive,A9,5.11,A,10589,321,P3.2,Brug,233
RWS01_MONIBAS_0091hrr0476ra,A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 47.6,52.4239,4.68716,positive,A9,5.11,A,10589,615,P3.2,Brug,234
RWS01_MONIBAS_0091hrr0478ra,A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 47.9,52.4256,4.68419,positive,A9,5.11,A,10589,897,P3.2,Brug,235
RWS01_MONIBAS_0091hrr0481ra,A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 48.2,52.4278,4.6814,positive,A9,5.11,A,10589,1199,P3.2,Brug,236
RWS01_MONIBAS_0091hrr0484ra,A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 48.5,52.43,4.67896,positive,A9,5.11,A,10589,1498,P3.2,Brug,237
RWS01_MONIBAS_0091hrr0488ra,A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 48.9,52.4329,4.67596,positive,A9,5.11,A,10589,1878,P3.2,Brug,238
RWS01_MONIBAS_0091hrr0493ra,A9 northBound naar Alkmaar op knppnt Velsen ri afrit 8 thv hmp 49.3,52.436,4.67263,positive,A9,5.11,A,10591,0,P1.2,Knooppunt (triangle),239
RWS01_MONIBAS_0091hrr0496ra,A9 northBound naar Alkmaar op knppnt Velsen ri afrit 8 thv hmp 49.7,52.4388,4.67001,positive,A9,5.11,A,10591,360,P1.2,Knooppunt (triangle),240
RWS01_MONIBAS_0091hrr0500ra,A9 northBound naar Alkmaar op knppnt Velsen ri afrit 8 thv hmp 50.1,52.4422,4.66797,positive,A9,5.11,A,10591,760,P1.2,Knooppunt (triangle),241
RWS01_MONIBAS_0091hrr0504ra,A9 northBound naar Alkmaar op knppnt Velsen ri afrit 8 thv hmp 50.4,52.4453,4.66709,positive,A9,5.11,A,10591,1110,P1.2,Knooppunt (triangle),242
RWS01_MONIBAS_0091hrr0507ra,A9 northBound naar Alkmaar op knppnt Velsen ri afrit 8 thv hmp 50.8,52.4484,4.66718,positive,A9,5.11,A,10591,1460,P1.2,Knooppunt (triangle),243
RWS01_MONIBAS_0091hrr0509ra,A9 northBound naar Alkmaar op knppnt Velsen ri afrit 8 thv hmp 50.9,52.4498,4.66746,positive,A9,5.11,A,10591,1610,P1.2,Knooppunt (triangle),244
RWS01_MONIBAS_0091hrr0512ra,A9 northBound naar Alkmaar op knppnt Velsen ri afrit 8 thv hmp 51.2,52.4524,4.66845,positive,A9,5.11,A,10591,1910,P1.2,Knooppunt (triangle),245
RWS01_MONIBAS_0101hrr0019ra,A10 clockwise naar Volendam na afrit 17 ri afrit 16 thv hmp 1.9,52.4187,4.91172,positive,A10,5.11,A,7180,340,P1.3,Afrit,246
RWS01_MONIBAS_0101hrr0025ra,A10 clockwise naar Volendam na afrit 17 ri afrit 16 thv hmp 2.5,52.4159,4.91924,positive,A10,5.11,A,7180,940,P1.3,Afrit,247
RWS01_MONIBAS_0101hrr0032ra,A10 clockwise naar Volendam na afrit 17 ri afrit 16 thv hmp 3.2,52.4122,4.92699,positive,A10,5.11,A,7180,1605,P1.3,Afrit,248
RWS01_MONIBAS_0101hrr0037ra,A10 clockwise naar Volendam na afrit 16 ri afrit 15 thv hmp 3.7,52.4094,4.93263,positive,A10,5.11,A,7182,100,P1.3,Afrit,249
RWS01_MONIBAS_0101hrr0042ra,A10 clockwise naar Volendam na afrit 16 ri afrit 15 thv hmp 4.2,52.4073,4.93909,positive,A10,5.11,A,7182,600,P1.3,Afrit,250
RWS01_MONIBAS_0101hrr0045ra,A10 clockwise naar Volendam na afrit 16 ri afrit 15 thv hmp 4.5,52.4061,4.94349,positive,A10,5.11,A,7182,930,P1.3,Afrit,251
RWS01_MONIBAS_0101hrr0051ra,A10 clockwise naar Volendam na afrit 16 ri afrit 15 thv hmp 5.2,52.403,4.95113,positive,A10,5.11,A,7182,1550,P1.3,Afrit,252
RWS01_MONIBAS_0101hrr0057ra,A10 clockwise naar Volendam na afrit 16 ri afrit 15 thv hmp 5.8,52.3993,4.9576,positive,A10,5.11,A,7182,2160,P1.3,Afrit,253
RWS01_MONIBAS_0101hrr0063ra,A10 clockwise naar Volendam na afrit 16 ri afrit 15 thv hmp 6.4,52.3948,4.96259,positive,A10,5.11,A,7182,2760,P1.3,Afrit,254
RWS01_MONIBAS_0101hrr0067ra,A10 clockwise naar Watergraafsmeer na afrit 15 ri afrit 14 thv hmp 6.8,52.3914,4.96546,positive,A10,5.11,A,7183,285,P1.3,Afrit,255
RWS01_MONIBAS_0101hrr0069ra,A10 clockwise naar Watergraafsmeer na afrit 15 ri afrit 14 thv hmp 7.0,52.3901,4.96667,positive,A10,5.11,A,7183,460,P1.3,Afrit,256
RWS01_MONIBAS_0101hrr0072ra,A10 clockwise naar Watergraafsmeer na afrit 15 ri afrit 14 thv hmp 7.2,52.3881,4.96835,positive,A10,5.11,A,7183,710,P1.3,Afrit,257
RWS01_MONIBAS_0101hrr0074ra,A10 clockwise naar Watergraafsmeer na afrit 15 ri afrit 14 thv hmp 7.5,52.3861,4.96999,positive,A10,5.11,A,7183,960,P1.3,Afrit,258
RWS01_MONIBAS_0101hrr0078ra,A10 clockwise naar Watergraafsmeer na afrit 15 ri afrit 14 thv hmp 7.8,52.3833,4.97188,positive,A10,5.11,A,7183,1300,P1.3,Afrit,259
RWS01_MONIBAS_0101hrr0080ra,A10 clockwise naar Watergraafsmeer na afrit 15 ri afrit 14 thv hmp 8.0,52.3813,4.97276,positive,A10,5.11,A,7183,1520,P1.3,Afrit,260
RWS01_MONIBAS_0101hrr0085ra,A10 clockwise naar Watergraafsmeer na afrit 15 ri afrit 14 thv hmp 8.5,52.3771,4.9739,positive,A10,5.11,A,7184,100,P3.1,Tunnel,261
RWS01_MONIBAS_0101hrr0086ra,A10 clockwise naar Watergraafsmeer na afrit 15 ri afrit 14 thv hmp 8.6,52.3762,4.974,positive,A10,5.11,A,7184,200,P3.1,Tunnel,262
RWS01_MONIBAS_0101hrr0087ra,A10 clockwise naar Watergraafsmeer na afrit 15 ri afrit 14 thv hmp 8.8,52.3748,4.97405,positive,A10,5.11,A,7184,360,P3.1,Tunnel,263
RWS01_MONIBAS_0101hrr0088ra,A10 clockwise naar Watergraafsmeer na afrit 15 ri afrit 14 thv hmp 8.9,52.3736,4.97401,positive,A10,5.11,A,7184,490,P3.1,Tunnel,264
RWS01_MONIBAS_0101hrr0090ra,A10 clockwise naar Watergraafsmeer na afrit 15 ri afrit 14 thv hmp 9.0,52.3724,4.97385,positive,A10,5.11,A,7184,620,P3.1,Tunnel,265
RWS01_MONIBAS_0101hrr0092ra,A10 clockwise naar Watergraafsmeer na afrit 15 ri afrit 14 thv hmp 9.2,52.3708,4.97343,positive,A10,5.11,A,7184,800,P3.1,Tunnel,266
RWS01_MONIBAS_0101hrr0093ra,A10 clockwise naar Watergraafsmeer na afrit 15 ri afrit 14 thv hmp 9.4,52.3693,4.97292,positive,A10,5.11,A,7184,972,P3.1,Tunnel,267
RWS01_MONIBAS_0101hrr0097ra,A10 clockwise naar Watergraafsmeer na afrit 14 ri knppnt Watergraafsmeer thv hmp 9.8,52.3658,4.97122,positive,A10,5.11,A,7185,280,P1.3,Afrit,268
RWS01_MONIBAS_0101hrr0103ra,A10 clockwise naar Watergraafsmeer na afrit 14 ri knppnt Watergraafsmeer thv hmp 10.3,52.3614,4.9688,positive,A10,5.11,A,7185,800,P1.3,Afrit,269
RWS01_MONIBAS_0101hrr0109ra,A10 clockwise naar Watergraafsmeer na afrit 14 ri knppnt Watergraafsmeer thv hmp 10.9,52.3563,4.96592,positive,A10,5.11,A,7185,1400,P1.3,Afrit,270
RWS01_MONIBAS_0101hrr0110ra,A10 clockwise naar Watergraafsmeer na afrit 14 ri knppnt Watergraafsmeer thv hmp 11.0,52.3551,4.96522,positive,A10,5.11,A,7185,1545,P1.3,Afrit,271
RWS01_MONIBAS_0101hrr0113ra,A10 clockwise naar Watergraafsmeer op knppnt Watergraafsmeer ri afrit 13 thv hmp 11.3,52.353,4.96395,positive,A10,5.11,A,7187,100,P1.2,Knooppunt (triangle),272
RWS01_MONIBAS_0101hrr0118ra,A10 clockwise naar Watergraafsmeer op knppnt Watergraafsmeer ri afrit 13 thv hmp 11.8,52.349,4.96068,positive,A10,5.11,A,7187,600,P1.2,Knooppunt (triangle),273
RWS01_MONIBAS_0101hrr0123ra,A10 clockwise naar Watergraafsmeer op knppnt Watergraafsmeer ri afrit 13 thv hmp 12.3,52.345,4.95667,positive,A10,5.11,A,7187,1120,P1.2,Knooppunt (triangle),274
RWS01_MONIBAS_0101hrr0127ra,A10 clockwise naar De Nieuwe Meer na afrit 13 ri afrit 12 thv hmp 12.8,52.3413,4.95321,positive,A10,5.11,A,7189,290,P1.3,Afrit,275
RWS01_MONIBAS_0101hrr0129ra,A10 clockwise naar De Nieuwe Meer na afrit 13 ri afrit 12 thv hmp 13.0,52.34,4.95128,positive,A10,5.11,A,7189,490,P1.3,Afrit,276
RWS01_MONIBAS_0101hrr0133ra,A10 clockwise naar De Nieuwe Meer na afrit 13 ri afrit 12 thv hmp 13.4,52.3382,4.94629,positive,A10,5.11,A,7189,890,P1.3,Afrit,277
RWS01_MONIBAS_0101hrr0135ra,A10 clockwise naar De Nieuwe Meer na afrit 13 ri afrit 12 thv hmp 13.6,52.3376,4.94362,positive,A10,5.11,A,7189,1085,P1.3,Afrit,278
RWS01_MONIBAS_0101hrr0138ra,A10 clockwise naar De Nieuwe Meer na afrit 12 ri afrit 11 thv hmp 13.9,52.3364,4.93974,positive,A10,5.11,A,7190,180,P1.3,Afrit,279
RWS01_MONIBAS_0101hrr0141ra,A10 clockwise naar De Nieuwe Meer na afrit 12 ri afrit 11 thv hmp 14.2,52.3349,4.93579,positive,A10,5.11,A,7190,495,P1.3,Afrit,280
RWS01_MONIBAS_0101hrr0144ra,A10 clockwise naar De Nieuwe Meer na afrit 12 ri afrit 11 thv hmp 14.4,52.3339,4.93292,positive,A10,5.11,A,7190,720,P1.3,Afrit,281
RWS01_MONIBAS_0101hrr0147ra,A10 clockwise naar De Nieuwe Meer na afrit 11 ri afrit 10 thv hmp 14.8,52.3323,4.92828,positive,A10,5.11,A,7191,285,P1.3,Afrit,282
RWS01_MONIBAS_0101hrr0149ra,A10 clockwise naar De Nieuwe Meer na afrit 11 ri afrit 10 thv hmp 15.0,52.3314,4.92567,positive,A10,5.11,A,7191,490,P1.3,Afrit,283
RWS01_MONIBAS_0101hrr0153ra,A10 clockwise naar De Nieuwe Meer op knppnt Amstel ri afrit 9 thv hmp 15.3,52.3299,4.92138,positive,A10,5.11,A,7194,22,P1.1,Knooppunt,284
RWS01_MONIBAS_0101hrr0157ra,A10 clockwise naar De Nieuwe Meer op knppnt Amstel ri afrit 9 thv hmp 15.8,52.3285,4.91551,positive,A10,5.11,A,7194,460,P1.1,Knooppunt,285
RWS01_MONIBAS_0101hrr0163ra,A10 clockwise naar De Nieuwe Meer op knppnt Amstel ri afrit 9 thv hmp 16.3,52.3295,4.90731,positive,A10,5.11,A,7194,1043,P1.1,Knooppunt,286
RWS01_MONIBAS_0101hrr0169ra,A10 clockwise naar De Nieuwe Meer op knppnt Amstel ri afrit 9 thv hmp 16.9,52.3323,4.90058,positive,A10,5.11,A,7197,6,P3.2,Brug,287
RWS01_MONIBAS_0101hrr0171ra,A10 clockwise naar De Nieuwe Meer op knppnt Amstel ri afrit 9 thv hmp 17.2,52.3339,4.8976,positive,A10,5.11,A,7197,277,P3.2,Brug,288
RWS01_MONIBAS_0101hrr0175ra,A10 clockwise naar De Nieuwe Meer na afrit 9 ri afrit 8 thv hmp 17.6,52.3362,4.89329,positive,A10,5.11,A,7198,359,P1.3,Afrit,289
RWS01_MONIBAS_0101hrr0180ra,A10 clockwise naar De Nieuwe Meer na afrit 9 ri afrit 8 thv hmp 18.0,52.3387,4.88811,positive,A10,5.11,A,7198,800,P1.3,Afrit,290
RWS01_MONIBAS_0101hrr0185ra,A10 clockwise naar De Nieuwe Meer na afrit 9 ri afrit 8 thv hmp 18.5,52.3397,4.88084,positive,A10,5.11,A,7198,1306,P1.3,Afrit,291
RWS01_MONIBAS_0101hrr0189ra,A10 clockwise naar De Nieuwe Meer na afrit 9 ri afrit 8 thv hmp 19.0,52.3395,4.87426,positive,A10,5.11,A,7198,1750,P1.3,Afrit,292
RWS01_MONIBAS_0101hrr0194ra,A10 clockwise naar De Nieuwe Meer na afrit 8 ri knppnt De Nieuwe Meer thv hmp 19.4,52.3392,4.86728,positive,A10,5.11,A,7199,22,P1.3,Afrit,293
RWS01_MONIBAS_0101hrr0197ra,A10 clockwise naar De Nieuwe Meer na afrit 8 ri knppnt De Nieuwe Meer thv hmp 19.8,52.3389,4.8621,positive,A10,5.11,A,7199,375,P1.3,Afrit,294
RWS01_MONIBAS_0101hrr0203ra,A10 clockwise naar De Nieuwe Meer op knppnt De Nieuwe Meer ri afrit 7 thv hmp 20.3,52.3385,4.85447,positive,A10,5.11,A,7202,300,P1.2,Knooppunt (triangle),295
RWS01_MONIBAS_0101hrr0205ra,A10 clockwise naar De Nieuwe Meer op knppnt De Nieuwe Meer ri afrit 7 thv hmp 20.6,52.3383,4.85033,positive,A10,5.11,A,7202,586,P1.2,Knooppunt (triangle),296
RWS01_MONIBAS_0101hrr0209ra,A10 clockwise naar De Nieuwe Meer na afrit 8 ri knppnt De Nieuwe Meer thv hmp 21.0,52.3381,4.84459,positive,A10,5.11,A,7200,295,P3.2,Brug,297
RWS01_MONIBAS_0101hrr0215ra,A10 clockwise naar Coenplein na afrit 7 ri afrit 6 thv hmp 21.5,52.3417,4.84148,positive,A10,5.11,A,7204,330,P1.3,Afrit,298
RWS01_MONIBAS_0101hrr0219ra,A10 clockwise naar Coenplein na afrit 7 ri afrit 6 thv hmp 22.0,52.3455,4.84111,positive,A10,5.11,A,7204,755,P1.3,Afrit,299
RWS01_MONIBAS_0101hrr0225ra,A10 clockwise naar Coenplein na afrit 7 ri afrit 6 thv hmp 22.6,52.3508,4.84251,positive,A10,5.11,A,7204,1350,P1.3,Afrit,300
RWS01_MONIBAS_0101hrr0229ra,A10 clockwise naar Coenplein na afrit 6 ri afrit 5 thv hmp 22.9,52.354,4.84272,positive,A10,5.11,A,7205,0,P1.3,Afrit,301
RWS01_MONIBAS_0101hrr0233ra,A10 clockwise naar Coenplein na afrit 6 ri afrit 5 thv hmp 23.4,52.358,4.8426,positive,A10,5.11,A,7205,450,P1.3,Afrit,302
RWS01_MONIBAS_0101hrr0239ra,A10 clockwise naar Coenplein na afrit 6 ri afrit 5 thv hmp 23.9,52.3629,4.84248,positive,A10,5.11,A,7205,1000,P1.3,Afrit,303
RWS01_MONIBAS_0101hrr0244ra,A10 clockwise naar Coenplein na afrit 5 ri afrit 4 thv hmp 24.4,52.3678,4.84232,positive,A10,5.11,A,7206,47,P1.3,Afrit,304
RWS01_MONIBAS_0101hrr0249ra,A10 clockwise naar Coenplein na afrit 5 ri afrit 4 thv hmp 24.9,52.3719,4.84221,positive,A10,5.11,A,7206,500,P1.3,Afrit,305
RWS01_MONIBAS_0101hrr0253ra,A10 clockwise naar Coenplein na afrit 4 ri afrit 3 thv hmp 25.4,52.3759,4.84333,positive,A10,5.11,A,7207,50,P1.3,Afrit,306
RWS01_MONIBAS_0101hrr0258ra,A10 clockwise naar Coenplein na afrit 4 ri afrit 3 thv hmp 25.8,52.3799,4.84484,positive,A10,5.11,A,7207,517,P1.3,Afrit,307
RWS01_MONIBAS_0101hrr0261ra,A10 clockwise naar Coenplein na afrit 3 ri afrit 2 thv hmp 26.2,52.3832,4.84478,positive,A10,5.11,A,7208,185,P1.3,Afrit,308
RWS01_MONIBAS_0101hrr0264ra,A10 clockwise naar Coenplein na afrit 3 ri afrit 2 thv hmp 26.5,52.3857,4.84465,positive,A10,5.11,A,7208,465,P1.3,Afrit,309
RWS01_MONIBAS_0101hrr0267ra,A10 clockwise naar Coenplein na afrit 3 ri afrit 2 thv hmp 26.7,52.3881,4.84451,positive,A10,5.11,A,7208,735,P1.3,Afrit,310
RWS01_MONIBAS_0101hrr0271ra,A10 clockwise naar Coenplein na afrit 2 ri knppnt Westrandweg thv hmp 27.2,52.3923,4.84431,positive,A10,5.11,A,7209,395,P1.3,Afrit,311
RWS01_MONIBAS_0101hrr0276ra,A10 clockwise naar Coenplein na afrit 2 ri knppnt Westrandweg thv hmp 27.6,52.3959,4.84504,positive,A10,5.11,A,7209,805,P1.3,Afrit,312
RWS01_MONIBAS_0101hrr0279ra,A10 clockwise naar Coenplein op knppnt Westrandweg ri afrit 1 thv hmp 27.9,52.3983,4.84685,positive,A10,5.11,A,21978,105,P1.2,Knooppunt (triangle),313
RWS01_MONIBAS_0101hrr0281ra,A10 clockwise naar Coenplein op knppnt Westrandweg ri afrit 1 thv hmp 28.1,52.3998,4.84869,positive,A10,5.11,A,21978,325,P1.2,Knooppunt (triangle),314
RWS01_MONIBAS_0101hrr0285ra,A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 28.6,52.4029,4.85225,positive,A10,5.11,A,7210,250,P1.3,Afrit,315
RWS01_MONIBAS_0101hrr0287ra,A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 28.7,52.4044,4.8539,positive,A10,5.11,A,7210,445,P1.3,Afrit,316
RWS01_MONIBAS_0101hrr0290ra,A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 29.1,52.4069,4.85694,positive,A10,5.11,A,7210,795,P1.3,Afrit,317
RWS01_MONIBAS_0101hrr0294ra,A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 29.5,52.4097,4.86032,positive,A10,5.11,A,7210,1175,P1.3,Afrit,318
RWS01_MONIBAS_0101hrr0297ra,A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 29.7,52.4114,4.86205,positive,A10,5.11,A,7211,202,P3.1,Tunnel,319
RWS01_MONIBAS_0101hrr0298ra,A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 29.9,52.4126,4.86321,positive,A10,5.11,A,7211,358,P3.1,Tunnel,320
RWS01_MONIBAS_0101hrr0299ra,A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 30.0,52.4134,4.86393,positive,A10,5.11,A,7211,453,P3.1,Tunnel,321
RWS01_MONIBAS_0101hrr0300ra,A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 30.0,52.414,4.86452,positive,A10,5.11,A,7211,533,P3.1,Tunnel,322
RWS01_MONIBAS_0101hrr0301ra,A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 30.1,52.4146,4.86508,positive,A10,5.11,A,7211,608,P3.1,Tunnel,323
RWS01_MONIBAS_0101hrr0302ra,A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 30.2,52.4154,4.86587,positive,A10,5.11,A,7211,713,P3.1,Tunnel,324
RWS01_MONIBAS_0101hrr0303ra,A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 30.3,52.4162,4.86661,positive,A10,5.11,A,7211,813,P3.1,Tunnel,325
RWS01_MONIBAS_0101hrr0305ra,A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 30.5,52.4179,4.86826,positive,A10,5.11,A,7211,1045,P3.1,Tunnel,326
RWS01_MONIBAS_0101hrr0308ra,A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 30.9,52.4201,4.87079,positive,A10,5.11,A,7211,1365,P3.1,Tunnel,327
RWS01_MONIBAS_0101hrr0312ra,A10 clockwise naar Coenplein op knppnt Coenplein ri afrit 18 thv hmp 31.2,52.4217,4.87482,positive,A10,5.11,A,7213,305,P1.2,Knooppunt (triangle),328
RWS01_MONIBAS_0101hrr0317ra,A10 clockwise naar Volendam na afrit 18 ri afrit 17 thv hmp 31.8,52.4243,4.88199,positive,A10,5.11,A,7215,475,P1.3,Afrit,329
RWS01_MONIBAS_0101hrr0323ra,A10 clockwise naar Volendam na afrit 18 ri afrit 17 thv hmp 32.4,52.425,4.89042,positive,A10,5.11,A,7215,1051,P1.3,Afrit,330
RWS01_MONIBAS_0101hrr0330ra,A10 clockwise naar Volendam na afrit 18 ri afrit 17 thv hmp 31.3,52.4237,4.89955,positive,A10,5.11,A,7215,0,P1.3,Afrit,331
RWS01_MONICA_00D001021C0AD0070007,"A1 eastBound naar Amersfoort na afrit 4 ri knppnt Muiderberg thv hmp 13.5, rstr 1",52.3219,5.08078,positive,A1,5.11,A,7011,1110,P1.3,Afrit,332
RWS01_MONICA_10D00205D050D0050005,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.3, rstr 1",52.2794,4.95376,positive,A2,5.11,A,8003,2220,P1.3,Afrit,333
RWS01_MONICA_10D00A04783708200187,"A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 28.7, Vluchtstr",52.4036,4.85335,positive,A10,5.11,A,7210,355,P1.3,Afrit,334
